,Unnamed: 0,state_x,midwest,zip,cbsa_code,city,state_y,team,msa
22930,2632,3,1,44147,17460,BROADVIEW HEIGHTS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22945,2642,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22953,2649,3,2,44052,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22954,2650,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22968,2660,3,1,44089,17460,VERMILION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22974,2663,3,1,44035,17460,ELYRIA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22979,2666,3,1,44041,17460,GENEVA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22990,2674,3,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22996,2677,3,1,44110,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23009,2684,3,1,44116,17460,ROCKY RIVER,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23010,2685,3,1,44133,17460,NORTH ROYALTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23011,2686,3,1,44212,17460,BRUNSWICK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23012,2687,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23020,2693,3,1,44149,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23021,2694,3,1,44149,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23033,2700,3,1,44140,17460,BAY VILLAGE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23044,2709,3,1,44138,17460,OLMSTED FALLS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23061,2724,3,1,44118,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23064,2725,3,1,44203,17460,BARBERTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23068,2729,3,1,44131,17460,INDEPENDENCE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23074,2735,3,1,44065,17460,NEWBURY,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23098,2751,3,1,44041,17460,GENEVA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23104,2756,3,1,44023,17460,CHAGRIN FALLS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23108,2758,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23111,2761,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23115,2765,3,1,44146,17460,BEDFORD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23125,2771,3,1,44112,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23144,2785,3,1,44044,17460,GRAFTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23145,2786,3,1,44131,17460,INDEPENDENCE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23152,2791,3,1,44026,17460,CHESTERLAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23158,2795,3,1,44113,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23174,2804,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23179,2807,3,1,44053,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23184,2812,3,1,44135,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23188,2816,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23196,2823,3,1,44135,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23200,2826,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23201,2827,3,2,44142,17460,BROOKPARK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23213,2836,3,1,44023,17460,CHAGRIN FALLS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23217,2838,3,1,44106,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23220,2840,3,1,44028,17460,COLUMBIA STATION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23230,2849,3,1,44129,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23239,2856,3,1,44001,17460,AMHERST,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23240,2857,3,1,44212,17460,BRUNSWICK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23262,2871,3,1,44012,17460,AVON LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23263,2872,3,2,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23288,2889,3,1,44023,17460,CHAGRIN FALLS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23289,2890,3,1,44028,17460,COLUMBIA STATION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23290,2891,3,1,44077,17460,PAINESVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23291,2892,3,1,44116,17460,ROCKY RIVER,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23292,2893,3,1,44129,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23293,2894,3,1,44130,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23299,2897,3,1,44281,17460,WADSWORTH,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23328,2914,3,1,44089,17460,VERMILION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23334,2919,3,1,44124,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23348,2929,3,1,44142,17460,BROOKPARK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23373,2949,3,1,44130,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23399,2968,3,1,44107,17460,LAKEWOOD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
23400,2969,3,1,44125,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
